CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name,Domain Name,Parent,Customer Priority,Income Level,Education Category,Full Name (cc),Birth Year
24583,Mr.,Roy,Chandra,"Wednesday, August 13, 1947",S,M,roy2@adventure-works.com,170000,5,Partial High School,Professional,N,Mr. Roy Chandra,Adventure Works,Yes,Priority,Very High,High School,Mr. Roy Chandra,1947
24647,Mr.,Jose,Simmons,"Wednesday, April 26, 1944",S,M,jose9@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Jose Simmons,Adventure Works,Yes,Standard,Low,High School,Mr. Jose Simmons,1944
24840,Mr.,Marco,Sai,"Tuesday, December 11, 1956",M,M,marco6@adventure-works.com,120000,3,Partial High School,Professional,N,Mr. Marco Sai,Adventure Works,Yes,Priority,High,High School,Mr. Marco Sai,1956
24953,Mr.,Aaron,Green,"Saturday, October 7, 1944",M,M,aaron47@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Aaron Green,Adventure Works,Yes,Standard,Low,High School,Mr. Aaron Green,1944
25033,Mr.,Omar,Zhu,"Friday, November 12, 1954",S,M,omar13@adventure-works.com,40000,3,Partial High School,Clerical,N,Mr. Omar Zhu,Adventure Works,Yes,Standard,Low,High School,Mr. Omar Zhu,1954
25947,Mr.,Sam,Wilson,"Wednesday, October 13, 1954",S,M,sam3@adventure-works.com,40000,3,Partial High School,Clerical,Y,Mr. Sam Wilson,Adventure Works,Yes,Standard,Low,High School,Mr. Sam Wilson,1954
26476,Mr.,Jordan,Jai,"Tuesday, August 22, 1944",M,M,jordan28@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Jordan Jai,Adventure Works,Yes,Standard,Low,High School,Mr. Jordan Jai,1944
26565,Mr.,Gabriel,Mitchell,"Thursday, May 20, 1954",S,M,gabriel42@adventure-works.com,40000,3,Partial High School,Clerical,N,Mr. Gabriel Mitchell,Adventure Works,Yes,Standard,Low,High School,Mr. Gabriel Mitchell,1954
27401,Mr.,Micah,He,"Wednesday, September 6, 1944",M,M,micah6@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Micah He,Adventure Works,Yes,Standard,Low,High School,Mr. Micah He,1944
27402,Mr.,Adam,Nelson,"Monday, June 19, 1944",S,M,adam40@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Adam Nelson,Adventure Works,Yes,Standard,Low,High School,Mr. Adam Nelson,1944
27496,Mr.,Stanley,Suri,"Friday, August 27, 1954",S,M,stanley1@adventure-works.com,40000,3,Partial High School,Clerical,N,Mr. Stanley Suri,Adventure Works,Yes,Standard,Low,High School,Mr. Stanley Suri,1954
27497,Mr.,Johnathan,Rana,"Tuesday, August 3, 1954",S,M,johnathan13@adventure-works.com,40000,3,Partial High School,Clerical,N,Mr. Johnathan Rana,Adventure Works,Yes,Standard,Low,High School,Mr. Johnathan Rana,1954
27927,Mr.,Omar,Zhao,"Wednesday, April 4, 1956",M,M,omar10@adventure-works.com,120000,3,Partial High School,Professional,N,Mr. Omar Zhao,Adventure Works,Yes,Priority,High,High School,Mr. Omar Zhao,1956
28017,Mr.,Christopher,Martin,"Sunday, June 24, 1945",S,M,christopher15@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Christopher Martin,Adventure Works,Yes,Standard,Low,High School,Mr. Christopher Martin,1945
28887,Mr.,Casey,Serrano,"Saturday, May 14, 1955",S,M,casey40@adventure-works.com,120000,2,Partial High School,Professional,N,Mr. Casey Serrano,Adventure Works,Yes,Priority,High,High School,Mr. Casey Serrano,1955
28988,Mr.,Harold,Perez,"Tuesday, February 22, 1944",S,M,harold18@adventure-works.com,30000,5,Partial High School,Clerical,N,Mr. Harold Perez,Adventure Works,Yes,Standard,Low,High School,Mr. Harold Perez,1944
11466,Mr.,Grant,Tang,"Tuesday, August 3, 1971",M,M,grant6@adventure-works.com,150000,0,Partial High School,Management,Y,Mr. Grant Tang,Adventure Works,No,Standard,High,High School,Mr. Grant Tang,1971
12684,Mr.,Shaun,Shen,"Wednesday, May 23, 1973",M,M,shaun4@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Shaun Shen,Adventure Works,No,Standard,High,High School,Mr. Shaun Shen,1973
12694,Mr.,Jay,Arthur,"Tuesday, January 11, 1972",S,M,jay13@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Jay Arthur,Adventure Works,No,Standard,High,High School,Mr. Jay Arthur,1972
12701,Mr.,Gary,Gutierrez,"Monday, October 18, 1971",M,M,gary22@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Gary Gutierrez,Adventure Works,No,Standard,High,High School,Mr. Gary Gutierrez,1971
13622,Mr.,Alan,Wang,"Tuesday, May 7, 1974",M,M,alan29@adventure-works.com,70000,0,Partial High School,Professional,Y,Mr. Alan Wang,Adventure Works,No,Standard,Average,High School,Mr. Alan Wang,1974
13643,Mr.,Ronald,Sai,"Tuesday, October 6, 1970",S,M,ronald7@adventure-works.com,100000,0,Partial High School,Professional,Y,Mr. Ronald Sai,Adventure Works,No,Standard,Average,High School,Mr. Ronald Sai,1970
13645,Mr.,Eugene,He,"Wednesday, September 16, 1970",S,M,eugene23@adventure-works.com,100000,0,Partial High School,Professional,Y,Mr. Eugene He,Adventure Works,No,Standard,Average,High School,Mr. Eugene He,1970
13647,Mr.,Armando,Alonso,"Saturday, June 13, 1970",S,M,armando8@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Armando Alonso,Adventure Works,No,Standard,High,High School,Mr. Armando Alonso,1970
13648,Mr.,Arturo,Sharma,"Friday, October 9, 1970",S,M,arturo34@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Arturo Sharma,Adventure Works,No,Standard,High,High School,Mr. Arturo Sharma,1970
13650,Mr.,Jessie,She,"Friday, January 8, 1971",M,M,jessie29@adventure-works.com,110000,0,Partial High School,Management,Y,Mr. Jessie She,Adventure Works,No,Standard,High,High School,Mr. Jessie She,1971
13651,Mr.,Jerry,Sharma,"Monday, September 6, 1971",M,M,jerry10@adventure-works.com,120000,0,Partial High School,Management,Y,Mr. Jerry Sharma,Adventure Works,No,Standard,High,High School,Mr. Jerry Sharma,1971
14235,Mr.,Larry,Alvarez,"Thursday, May 21, 1970",M,M,larry6@adventure-works.com,100000,0,Partial High School,Professional,N,Mr. Larry Alvarez,Adventure Works,No,Standard,Average,High School,Mr. Larry Alvarez,1970
14238,Mr.,Jay,Gonzalez,"Thursday, June 4, 1970",M,M,jay25@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Jay Gonzalez,Adventure Works,No,Standard,High,High School,Mr. Jay Gonzalez,1970
15151,Mr.,Karl,Shen,"Tuesday, December 14, 1971",M,M,karl2@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Karl Shen,Adventure Works,No,Standard,High,High School,Mr. Karl Shen,1971
15154,Mr.,Joe,Hernandez,"Tuesday, September 7, 1971",M,M,joe27@adventure-works.com,130000,0,Partial High School,Management,Y,Mr. Joe Hernandez,Adventure Works,No,Standard,High,High School,Mr. Joe Hernandez,1971
16585,Mr.,Vincent,Sun,"Thursday, May 6, 1954",M,M,vincent12@adventure-works.com,170000,0,Partial High School,Professional,Y,Mr. Vincent Sun,Adventure Works,No,Standard,Very High,High School,Mr. Vincent Sun,1954
16635,Mr.,Erick,Suri,"Saturday, February 14, 1970",M,M,erick0@adventure-works.com,100000,0,Partial High School,Professional,Y,Mr. Erick Suri,Adventure Works,No,Standard,Average,High School,Mr. Erick Suri,1970
16638,Mr.,Dennis,Ye,"Wednesday, August 11, 1971",M,M,dennis11@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Dennis Ye,Adventure Works,No,Standard,High,High School,Mr. Dennis Ye,1971
16640,Mr.,Colin,Lal,"Thursday, June 3, 1971",M,M,colin32@adventure-works.com,130000,0,Partial High School,Management,N,Mr. Colin Lal,Adventure Works,No,Standard,High,High School,Mr. Colin Lal,1971
17236,Mr.,Harold,Chandra,"Thursday, October 24, 1974",S,M,harold0@adventure-works.com,70000,0,Partial High School,Professional,N,Mr. Harold Chandra,Adventure Works,No,Standard,Average,High School,Mr. Harold Chandra,1974
17249,Mr.,Carl,Goel,"Thursday, November 9, 1972",M,M,carl18@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Carl Goel,Adventure Works,No,Standard,High,High School,Mr. Carl Goel,1972
17258,Mr.,Fernando,Green,"Wednesday, August 11, 1971",M,M,fernando30@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Fernando Green,Adventure Works,No,Standard,High,High School,Mr. Fernando Green,1971
18220,Mr.,Brent,Huang,"Friday, November 12, 1971",M,M,brent5@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Brent Huang,Adventure Works,No,Standard,High,High School,Mr. Brent Huang,1971
19103,Mr.,Johnathan,Raman,"Sunday, July 26, 1970",M,M,johnathan14@adventure-works.com,150000,0,Partial High School,Professional,N,Mr. Johnathan Raman,Adventure Works,No,Standard,High,High School,Mr. Johnathan Raman,1970
19963,Mr.,Geoffrey,Fernandez,"Tuesday, November 20, 1973",M,M,geoffrey13@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Geoffrey Fernandez,Adventure Works,No,Standard,High,High School,Mr. Geoffrey Fernandez,1973
19978,Mr.,Marshall,Yuan,"Wednesday, April 28, 1971",M,M,marshall28@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Marshall Yuan,Adventure Works,No,Standard,High,High School,Mr. Marshall Yuan,1971
20622,Mr.,Jerome,Suarez,"Monday, July 3, 1972",M,M,jerome18@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Jerome Suarez,Adventure Works,No,Standard,High,High School,Mr. Jerome Suarez,1972
20628,Mr.,Rodney,Gutierrez,"Wednesday, November 25, 1970",S,M,rodney7@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Rodney Gutierrez,Adventure Works,No,Standard,High,High School,Mr. Rodney Gutierrez,1970
21560,Mr.,Kristopher,Lopez,"Wednesday, September 12, 1973",M,M,kristopher15@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Kristopher Lopez,Adventure Works,No,Standard,High,High School,Mr. Kristopher Lopez,1973
21897,Mr.,Francisco,Subram,"Wednesday, October 20, 1971",M,M,francisco14@adventure-works.com,110000,0,Partial High School,Professional,N,Mr. Francisco Subram,Adventure Works,No,Standard,High,High School,Mr. Francisco Subram,1971
21898,Mr.,Devon,Raji,"Friday, February 5, 1971",M,M,devon18@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Devon Raji,Adventure Works,No,Standard,High,High School,Mr. Devon Raji,1971
23663,Mr.,Neil,Dominguez,"Friday, September 4, 1970",M,M,neil12@adventure-works.com,100000,0,Partial High School,Professional,Y,Mr. Neil Dominguez,Adventure Works,No,Standard,Average,High School,Mr. Neil Dominguez,1970
24594,Mr.,Franklin,Yuan,"Saturday, March 23, 1974",M,M,franklin25@adventure-works.com,70000,0,Partial High School,Professional,Y,Mr. Franklin Yuan,Adventure Works,No,Standard,Average,High School,Mr. Franklin Yuan,1974
24615,Mr.,Dwayne,Ortega,"Wednesday, May 19, 1971",M,M,dwayne20@adventure-works.com,110000,0,Partial High School,Professional,Y,Mr. Dwayne Ortega,Adventure Works,No,Standard,High,High School,Mr. Dwayne Ortega,1971
24860,Mr.,Douglas,Garcia,"Tuesday, October 12, 1954",S,M,douglas19@adventure-works.com,170000,0,Partial High School,Professional,N,Mr. Douglas Garcia,Adventure Works,No,Standard,Very High,High School,Mr. Douglas Garcia,1954
24919,Mr.,Carl,Shan,"Tuesday, August 25, 1970",M,M,carl10@adventure-works.com,100000,0,Partial High School,Professional,Y,Mr. Carl Shan,Adventure Works,No,Standard,Average,High School,Mr. Carl Shan,1970
24921,Mr.,Curtis,He,"Wednesday, June 3, 1970",S,M,curtis15@adventure-works.com,120000,0,Partial High School,Professional,N,Mr. Curtis He,Adventure Works,No,Standard,High,High School,Mr. Curtis He,1970
25295,Mr.,Chad,Raje,"Monday, September 1, 1969",M,M,chad16@adventure-works.com,130000,0,Partial High School,Management,Y,Mr. Chad Raje,Adventure Works,No,Standard,High,High School,Mr. Chad Raje,1969
25828,Mr.,Ronald,Madan,"Thursday, September 3, 1970",M,M,ronald9@adventure-works.com,100000,0,Partial High School,Professional,Y,Mr. Ronald Madan,Adventure Works,No,Standard,Average,High School,Mr. Ronald Madan,1970
25830,Mr.,Louis,Nath,"Sunday, March 1, 1970",M,M,louis34@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Louis Nath,Adventure Works,No,Standard,High,High School,Mr. Louis Nath,1970
25832,Mr.,Shawn,Tang,"Saturday, April 3, 1971",S,M,shawn6@adventure-works.com,110000,0,Partial High School,Professional,N,Mr. Shawn Tang,Adventure Works,No,Standard,High,High School,Mr. Shawn Tang,1971
26374,Mr.,Bradley,Pal,"Sunday, February 28, 1971",S,M,bradley14@adventure-works.com,130000,0,Partial High School,Management,N,Mr. Bradley Pal,Adventure Works,No,Standard,High,High School,Mr. Bradley Pal,1971
26375,Mr.,Shannon,Ortega,"Tuesday, June 15, 1971",S,M,shannon41@adventure-works.com,130000,0,Partial High School,Management,Y,Mr. Shannon Ortega,Adventure Works,No,Standard,High,High School,Mr. Shannon Ortega,1971
27299,Mr.,Micheal,Gutierrez,"Monday, September 13, 1971",M,M,micheal6@adventure-works.com,120000,0,Partial High School,Management,Y,Mr. Micheal Gutierrez,Adventure Works,No,Standard,High,High School,Mr. Micheal Gutierrez,1971
27982,Mr.,Cesar,Perez,"Monday, September 11, 1972",S,M,cesar21@adventure-works.com,120000,0,Partial High School,Professional,N,Mr. Cesar Perez,Adventure Works,No,Standard,High,High School,Mr. Cesar Perez,1972
28947,Mr.,Grant,Nath,"Friday, April 20, 1973",M,M,grant20@adventure-works.com,120000,0,Partial High School,Professional,Y,Mr. Grant Nath,Adventure Works,No,Standard,High,High School,Mr. Grant Nath,1973
12029,Mr.,Damien,Hu,"Sunday, October 16, 1977",M,M,damien16@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Damien Hu,Adventure Works,No,Standard,Low,High School,Mr. Damien Hu,1977
14341,Mr.,Sean,Sanders,"Tuesday, October 23, 1979",M,M,sean10@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Sean Sanders,Adventure Works,No,Standard,Low,High School,Mr. Sean Sanders,1979
15008,Mr.,Blake,Parker,"Sunday, November 27, 1977",M,M,blake44@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Blake Parker,Adventure Works,No,Standard,Low,High School,Mr. Blake Parker,1977
18320,Mr.,Luis,Jai,"Thursday, April 5, 1979",M,M,luis32@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Luis Jai,Adventure Works,No,Standard,Low,High School,Mr. Luis Jai,1979
18449,Mr.,Derrick,Ramos,"Tuesday, September 13, 1977",M,M,derrick16@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Derrick Ramos,Adventure Works,No,Standard,Low,High School,Mr. Derrick Ramos,1977
20312,Mr.,Ryan,Lewis,"Monday, May 22, 1978",M,M,ryan57@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Ryan Lewis,Adventure Works,No,Standard,Low,High School,Mr. Ryan Lewis,1978
11135,Mr.,Marcus,Harris,"Saturday, November 3, 1979",S,M,marcus14@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Marcus Harris,Adventure Works,No,Standard,Low,High School,Mr. Marcus Harris,1979
11140,Mr.,Javier,Alvarez,"Friday, February 11, 1977",S,M,javier1@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Javier Alvarez,Adventure Works,No,Standard,Low,High School,Mr. Javier Alvarez,1977
11933,Mr.,Mathew,Rubio,"Friday, March 4, 1977",S,M,mathew17@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Mathew Rubio,Adventure Works,No,Standard,Low,High School,Mr. Mathew Rubio,1977
11934,Mr.,Justin,Shan,"Friday, October 14, 1977",S,M,justin27@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Justin Shan,Adventure Works,No,Standard,Low,High School,Mr. Justin Shan,1977
12023,Mr.,Fernando,Johnson,"Saturday, July 8, 1978",S,M,fernando2@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Fernando Johnson,Adventure Works,No,Standard,Low,High School,Mr. Fernando Johnson,1978
12031,Mr.,Logan,Jai,"Friday, October 19, 1979",S,M,logan5@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Logan Jai,Adventure Works,No,Standard,Low,High School,Mr. Logan Jai,1979
12032,Mr.,Tyler,Taylor,"Saturday, May 26, 1979",S,M,tyler17@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Tyler Taylor,Adventure Works,No,Standard,Low,High School,Mr. Tyler Taylor,1979
13027,Mr.,Jeremy,Patterson,"Sunday, December 11, 1977",S,M,jeremy27@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Jeremy Patterson,Adventure Works,No,Standard,Low,High School,Mr. Jeremy Patterson,1977
13988,Mr.,Miguel,White,"Friday, November 10, 1978",S,M,miguel12@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Miguel White,Adventure Works,No,Standard,Low,High School,Mr. Miguel White,1978
14000,Mr.,Terry,Sharma,"Tuesday, April 26, 1977",S,M,terry13@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Terry Sharma,Adventure Works,No,Standard,Low,High School,Mr. Terry Sharma,1977
14001,Mr.,Hunter,Hill,"Tuesday, July 26, 1977",S,M,hunter39@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Hunter Hill,Adventure Works,No,Standard,Low,High School,Mr. Hunter Hill,1977
14092,Mr.,Maurice,Nath,"Thursday, November 24, 1977",S,M,maurice19@adventure-works.com,30000,0,Partial High School,Clerical,Y,Mr. Maurice Nath,Adventure Works,No,Standard,Low,High School,Mr. Maurice Nath,1977
14096,Mr.,Samuel,Green,"Monday, August 20, 1979",S,M,samuel45@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Samuel Green,Adventure Works,No,Standard,Low,High School,Mr. Samuel Green,1979
14333,Mr.,Bobby,Suri,"Friday, April 4, 1980",S,M,bobby2@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Bobby Suri,Adventure Works,No,Standard,Low,High School,Mr. Bobby Suri,1980
15016,Mr.,Daniel,Clark,"Wednesday, February 13, 1980",S,M,daniel9@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Daniel Clark,Adventure Works,No,Standard,Low,High School,Mr. Daniel Clark,1980
15259,Mr.,Franklin,Zhu,"Tuesday, October 4, 1977",S,M,franklin13@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Franklin Zhu,Adventure Works,No,Standard,Low,High School,Mr. Franklin Zhu,1977
16022,Mr.,Devin,Hernandez,"Thursday, July 20, 1978",S,M,devin24@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Devin Hernandez,Adventure Works,No,Standard,Low,High School,Mr. Devin Hernandez,1978
16485,Mr.,Ian,Foster,"Wednesday, April 23, 1980",S,M,ian56@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Ian Foster,Adventure Works,No,Standard,Low,High School,Mr. Ian Foster,1980
17342,Mr.,William,Jones,"Saturday, May 27, 1978",S,M,william19@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. William Jones,Adventure Works,No,Standard,Low,High School,Mr. William Jones,1978
17343,Mr.,Tristan,Price,"Saturday, October 14, 1978",S,M,tristan0@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Tristan Price,Adventure Works,No,Standard,Low,High School,Mr. Tristan Price,1978
17374,Mr.,Jason,Diaz,"Sunday, September 17, 1978",S,M,jason19@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Jason Diaz,Adventure Works,No,Standard,Low,High School,Mr. Jason Diaz,1978
17483,Mr.,Logan,Gonzalez,"Monday, July 25, 1977",S,M,logan34@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Logan Gonzalez,Adventure Works,No,Standard,Low,High School,Mr. Logan Gonzalez,1977
18321,Mr.,Sebastian,Cook,"Friday, August 10, 1979",S,M,sebastian20@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Sebastian Cook,Adventure Works,No,Standard,Low,High School,Mr. Sebastian Cook,1979
18327,Mr.,Jon,Sharma,"Monday, January 24, 1977",S,M,jon5@adventure-works.com,30000,0,Partial High School,Clerical,Y,Mr. Jon Sharma,Adventure Works,No,Standard,Low,High School,Mr. Jon Sharma,1977
18329,Mr.,Marcus,Bailey,"Saturday, August 18, 1979",S,M,marcus92@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Marcus Bailey,Adventure Works,No,Standard,Low,High School,Mr. Marcus Bailey,1979
18758,Mr.,Devin,Price,"Friday, March 2, 1979",S,M,devin66@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Devin Price,Adventure Works,No,Standard,Low,High School,Mr. Devin Price,1979
18759,Mr.,Devin,Phillips,"Saturday, February 11, 1978",S,M,devin38@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Devin Phillips,Adventure Works,No,Standard,Low,High School,Mr. Devin Phillips,1978
18761,Mr.,Luis,Wright,"Friday, October 6, 1978",S,M,luis51@adventure-works.com,30000,0,Partial High School,Clerical,Y,Mr. Luis Wright,Adventure Works,No,Standard,Low,High School,Mr. Luis Wright,1978
18795,Mr.,Nathan,Alexander,"Monday, September 4, 1978",S,M,nathan15@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Nathan Alexander,Adventure Works,No,Standard,Low,High School,Mr. Nathan Alexander,1978
18883,Mr.,Jonathan,Garcia,"Tuesday, June 7, 1977",S,M,jonathan70@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Jonathan Garcia,Adventure Works,No,Standard,Low,High School,Mr. Jonathan Garcia,1977
18884,Mr.,Bryan,Reed,"Sunday, June 19, 1977",S,M,bryan21@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Bryan Reed,Adventure Works,No,Standard,Low,High School,Mr. Bryan Reed,1977
18886,Mr.,Donald,Mcdonald,"Sunday, December 11, 1977",S,M,donald7@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Donald Mcdonald,Adventure Works,No,Standard,Low,High School,Mr. Donald Mcdonald,1977
19641,Mr.,Richard,Evans,"Friday, March 21, 1980",S,M,richard37@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Richard Evans,Adventure Works,No,Standard,Low,High School,Mr. Richard Evans,1980
19646,Mr.,Ian,Lee,"Thursday, July 5, 1979",S,M,ian20@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Ian Lee,Adventure Works,No,Standard,Low,High School,Mr. Ian Lee,1979
19750,Mr.,Miguel,Flores,"Sunday, June 5, 1977",S,M,miguel58@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Miguel Flores,Adventure Works,No,Standard,Low,High School,Mr. Miguel Flores,1977
19767,Mr.,Ross,Serrano,"Thursday, February 14, 1980",S,M,ross34@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Ross Serrano,Adventure Works,No,Standard,Low,High School,Mr. Ross Serrano,1980
19768,Mr.,Christopher,Jackson,"Thursday, October 16, 1980",S,M,christopher12@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Christopher Jackson,Adventure Works,No,Standard,Low,High School,Mr. Christopher Jackson,1980
20280,Mr.,Joshua,Harris,"Friday, September 7, 1979",S,M,joshua15@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Joshua Harris,Adventure Works,No,Standard,Low,High School,Mr. Joshua Harris,1979
21240,Mr.,Aaron,Jenkins,"Sunday, September 2, 1979",S,M,aaron6@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Aaron Jenkins,Adventure Works,No,Standard,Low,High School,Mr. Aaron Jenkins,1979
21241,Mr.,Carson,Griffin,"Sunday, February 11, 1979",S,M,carson20@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Carson Griffin,Adventure Works,No,Standard,Low,High School,Mr. Carson Griffin,1979
21252,Mr.,Luis,Chen,"Friday, February 16, 1979",S,M,luis25@adventure-works.com,30000,0,Partial High School,Clerical,Y,Mr. Luis Chen,Adventure Works,No,Standard,Low,High School,Mr. Luis Chen,1979
21277,Mr.,Lucas,Thompson,"Monday, May 15, 1978",S,M,lucas29@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Lucas Thompson,Adventure Works,No,Standard,Low,High School,Mr. Lucas Thompson,1978
21364,Mr.,Charles,Gray,"Saturday, April 9, 1977",S,M,charles54@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Charles Gray,Adventure Works,No,Standard,Low,High School,Mr. Charles Gray,1977
22016,Mr.,Terrence,Andersen,"Wednesday, October 22, 1980",S,M,terrence13@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Terrence Andersen,Adventure Works,No,Standard,Low,High School,Mr. Terrence Andersen,1980
22021,Mr.,Ethan,White,"Tuesday, September 20, 1977",S,M,ethan46@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Ethan White,Adventure Works,No,Standard,Low,High School,Mr. Ethan White,1977
22023,Mr.,Rafael,Chen,"Sunday, May 1, 1977",S,M,rafael2@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Rafael Chen,Adventure Works,No,Standard,Low,High School,Mr. Rafael Chen,1977
22027,Mr.,Franklin,Luo,"Tuesday, June 5, 1979",S,M,franklin24@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Franklin Luo,Adventure Works,No,Standard,Low,High School,Mr. Franklin Luo,1979
22979,Mr.,Theodore,Hernandez,"Friday, July 22, 1977",S,M,theodore4@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Theodore Hernandez,Adventure Works,No,Standard,Low,High School,Mr. Theodore Hernandez,1977
23010,Mr.,Seth,Cook,"Thursday, March 16, 1978",S,M,seth83@adventure-works.com,40000,0,Partial High School,Clerical,Y,Mr. Seth Cook,Adventure Works,No,Standard,Low,High School,Mr. Seth Cook,1978
23083,Mr.,Samuel,Smith,"Thursday, April 7, 1977",S,M,samuel57@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Samuel Smith,Adventure Works,No,Standard,Low,High School,Mr. Samuel Smith,1977
23084,Mr.,Christian,Shan,"Friday, October 28, 1977",S,M,christian17@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Christian Shan,Adventure Works,No,Standard,Low,High School,Mr. Christian Shan,1977
23088,Mr.,Wesley,Hu,"Wednesday, June 15, 1977",S,M,wesley20@adventure-works.com,40000,0,Partial High School,Clerical,N,Mr. Wesley Hu,Adventure Works,No,Standard,Low,High School,Mr. Wesley Hu,1977
23566,Mr.,Benjamin,Shan,"Tuesday, March 27, 1979",S,M,benjamin33@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Benjamin Shan,Adventure Works,No,Standard,Low,High School,Mr. Benjamin Shan,1979
23567,Mr.,Xavier,Green,"Tuesday, January 23, 1979",S,M,xavier28@adventure-works.com,30000,0,Partial High School,Clerical,Y,Mr. Xavier Green,Adventure Works,No,Standard,Low,High School,Mr. Xavier Green,1979
26180,Mr.,Jonathan,Butler,"Thursday, February 2, 1978",S,M,jonathan14@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Jonathan Butler,Adventure Works,No,Standard,Low,High School,Mr. Jonathan Butler,1978
26183,Mr.,Allen,Arthur,"Friday, February 4, 1977",S,M,allen6@adventure-works.com,30000,0,Partial High School,Clerical,N,Mr. Allen Arthur,Adventure Works,No,Standard,Low,High School,Mr. Allen Arthur,1977
